sample_id,group,Acetatifactor sp.,Acutalibacteraceae bacterium,Agathobacter,Agathobacter rectalis,Agathobacter rectalis ATCC 33656,Agathobacter sp.,Akkermansia,Akkermansia muciniphila,Akkermansia sp.,Alistipes,Alistipes communis,Alistipes finegoldii,Alistipes onderdonkii,Alistipes putredinis,Alistipes putredinis DSM 17216,Alistipes shahii,Alistipes sp.,Alistipes sp. HGB5,Anaerobutyricum hallii,Anaerostipes,Anaerostipes hadrus,Anaerostipes sp.,Bacilli bacterium,Bacillota,Bacillota bacterium,Bacteria,Bacteriophage sp.,Bacteroidaceae,Bacteroidaceae bacterium,Bacteroidales,Bacteroidales bacterium,Bacteroides,Bacteroides acidifaciens,Bacteroides caccae,Bacteroides caccae ATCC 43185,Bacteroides caecimuris,Bacteroides cellulosilyticus,Bacteroides clarus,Bacteroides eggerthii,Bacteroides faecis,Bacteroides finegoldii,Bacteroides finegoldii DSM 17565,Bacteroides fragilis,Bacteroides fragilis str. 3397 T10,Bacteroides intestinalis,Bacteroides nordii,Bacteroides ovatus,Bacteroides ovatus ATCC 8483,Bacteroides ovatus SD CMC 3f,Bacteroides salyersiae,Bacteroides sp.,Bacteroides sp. 2_2_4,Bacteroides sp. 3_1_23,Bacteroides sp. 3_1_33FAA,Bacteroides sp. 3_1_40A,Bacteroides sp. 4_1_36,Bacteroides sp. 4_3_47FAA,Bacteroides sp. 9_1_42FAA,Bacteroides sp. D1,Bacteroides sp. D20,Bacteroides stercoris,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron VPI-5482,Bacteroides uniformis,Bacteroides uniformis ATCC 8492,Bacteroides uniformis CAG:3,Bacteroides uniformis CL03T00C23,Bacteroides uniformis dnLKV2,Bacteroides uniformis str. 3978 T3 i,Bacteroides uniformis str. 3978 T3 ii,Bacteroides xylanisolvens,Bacteroides xylanisolvens SD CC 2a,Bacteroidota,Barnesiella intestinihominis,Bifidobacterium longum,Bifidobacterium pseudocatenulatum,Blautia,Blautia faecis,Blautia massiliensis (ex Durand et al. 2017),Blautia obeum,Blautia sp.,Blautia wexlerae,Brotolimicola acetigignens,Campylobacter jejuni,Catenibacterium mitsuokai,Caudoviricetes sp.,Christensenellales bacterium,Clostridia,Clostridia bacterium,Clostridiaceae bacterium,Clostridiales bacterium,Clostridioides difficile,Clostridium sp.,Clostridium sp. AM34-9AC,Collinsella sp.,Coprococcus comes,Coprococcus eutactus,Dialister invisus,Dorea formicigenerans,Dorea longicatena,Dysosmobacter sp.,Dysosmobacter welbionis,Enterocloster bolteae,Enterococcus faecium,Escherichia albertii B156,Eubacteriaceae bacterium CHKCI005,Eubacteriaceae bacterium Marseille-Q4139,Eubacterium ramulus ATCC 29099,Faecalibacillus sp. H12,Faecalibacillus sp. MSK20_93,Faecalibacterium,Faecalibacterium phage FP_Taranis,Faecalibacterium prausnitzii,Faecalibacterium prausnitzii M21/2,Faecalibacterium sp. Marseille-Q4137,Flavobacterium tibetense,Fusibacter tunisiensis,Fusicatenibacter faecihominis,Gelidibacter sp.,Gemella sanguinis,Gemmiger formicilis,Gemmiger gallinarum,Hungatella,Intestinimonas,Lachnoclostridium sp. YL32,Lachnospira hominis,Lachnospira pectinoschiza,Lachnospira sp.,Lacrimispora defluvii,Mediterraneibacter butyricigenes,Mediterraneibacter faecis,Oceanirhabdus seepicola,Odoribacter laneus,Odoribacter sp. N54.MGS-14,Oscillibacter hominis,Oscillibacter valericigenes,Oscillibacter valericigenes Sjm18-20,Pantoea sp.,Parabacteroides chinchillae,Parabacteroides faecalis,Parabacteroides gordonii MS-1 = DSM 23371,Parabacteroides leei,Parabacteroides massiliensis,Parabacteroides provencensis,Parabacteroides segnis,Parabacteroides sp. CH2-D42-20,Paramuribaculum sp.,Phascolarctobacterium succinatutens CAG:287,Phocaeicola,Phocaeicola coprocola,Phocaeicola coprophilus CAG:333,Phocaeicola dorei CL02T12C06,Phocaeicola fibrisolvens,Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223,Phocaeicola salanitronis,Phocaeicola salanitronis DSM 18170,Phocaeicola sp.,Phocaeicola sp. KGMB11183,Phocaeicola vulgatus,Phocaeicola vulgatus CAG:6,Phocaeicola vulgatus CL09T03C04,Phocaeicola vulgatus PC510,Phocaeicola vulgatus dnLKV7,Phocaeicola vulgatus str. 3775 SL(B) 10 (iv),Prevotella pectinovora,Romboutsia sp.,Roseburia amylophila,Roseburia difficilis,Roseburia hominis,Roseburia intestinalis,Roseburia intestinalis M50/1,Roseburia inulinivorans,Roseburia porci,Ruminococcaceae bacterium OttesenSCG-928-L11,Ruminococcus bicirculans (ex Wegman et al. 2014),Ruminococcus hominis,Ruminococcus turbiniformis,Segatella,Streptomyces sp. DSM 41524,Subdoligranulum sp. AF14-43,Tannockella kyphosi
SRR24907906,controle,12778,23383,30752,59408,5244,14204,73384,89897,14325,343329,1453,30894,139259,39313,9899,6077,69799,3854,2304,2544,11499,1902,582,33287,7928,92309,28274,84489,647,296703,9703,403615,3867,4350,43,1943,2858,323,2432,2109,2489,1553,45195,2081,2744,773,61540,3409,2498,1962,38130,2328,1714,1164,5503,5838,5861,629,3940,6233,4878,32127,2002,158044,22693,2235,3620,3129,2294,4452,31563,3149,6970,4284,2388,1561,82824,3378,2426,3399,15767,48935,12510,1516,6033,28935,1980,79721,3302,2908,20927,6534,18959,2837,1153,5704,2112,4225,1601,11547,1598,1375,3295,4381,20866,34545,5590,10805,60336,2726,18724,136596,5321,76153,1660,4133,40746,8391,11621,14136,22970,42120,1776,3258,13999,2547,74135,38575,3349,2732,1979,17,92,2495,5331,7591,117479,568,6055,1405,957,6997,908,1138,1075,152,1005,230210,1399,5019,24879,6744,1158,1646,3423,12758,223690,10838,1495,15402,2509,2373,4056,3475,22299,9784,25435,29283,2871,675,3859,553,7089,29368,47578,35761,2932,29827,17758,5034,5725
SRR6784406,controle,102138,9009,442402,1009324,83514,316598,3485,18140,4974,772378,7917,148978,119750,632498,80519,24947,353013,13593,51532,93815,200592,28995,47583,161302,75721,720442,360921,1235296,37531,3188172,70953,11055224,58516,1475532,146257,20479,1253989,9007,38301,42143,67711,38657,853973,20463,126507,11923,998724,84344,35296,35616,513243,29880,29840,17722,58506,54642,65139,10118,10240,104903,71639,2584461,73444,2355880,295688,18713,30613,43666,9723,37562,244488,16232,57220,22026,27921,26241,40243,29382,15609,14891,28792,47783,151324,14907,65506,355735,8427,458599,367630,31651,694918,58548,530194,41985,16411,107664,7288,10543,21386,30232,21131,3042,4665,32143,185445,90475,17950,392920,151896,13412,30388,433935,11370,210160,8822,33967,29772,3827,30381,53037,75236,106887,7001,11165,179043,42285,229806,922587,52261,26499,22423,40295,32967,199532,120827,29009,262833,685911,269961,22851,67120,1350391,97046,187744,6772,5886,13313,2769516,10547,72112,612526,87363,29467,18999,32964,255853,3019460,100125,16928,148305,17349,29675,48447,82895,69029,1652029,809950,64472,146157,24426,93431,15687,1009362,30450,14465,152627,4385,131676,38958,15960,29925
SRR8557024,controle,1466,1094,72309,141390,13760,34985,74,1344,129,162258,10806,35483,11062,32049,6792,17630,27385,779,6697,2839,8868,1518,4176,28252,46488,27625,10576,82192,818,97669,1684,311786,1746,18296,1104,686,3189,17154,1566,15981,2047,954,5383,834,4342,247,31134,704,709,4673,40334,1275,352,993,3344,985,2660,517,614,1351,195616,18980,414,79118,4024,490,489,522,406,765,21176,659,1703,2060,2107,446,12200,1258,2519,2371,6242,10557,2250,531,1025,30937,27511,64564,17680,6461,108902,3205,22317,347,1112,6511,5297,1099,1528,4402,3689,302,1522,1520,10674,25342,3227,44206,58242,1438,6801,157439,1712,81862,629,3524,15601,1464,18051,12971,35853,54787,1011,1783,51469,15423,64524,58476,880,1968,1515,1477,1270,7351,15375,3394,180450,25805,12239,880,1115,30106,3213,6850,325,275,736,220571,707,1021,49362,4266,39212,3498,2069,15594,214971,6057,865,8354,1162,1272,2271,2525,1914,28186,46326,12953,3729,877,17732,1749,11104,627,1234,35620,1559,551,16716,2963,2489
SRR8557003,controle,1332,43,2268,3768,534,692,572,1657,184,10632,888,687,312,2220,660,905,1749,44,503,209,1139,124,648,1753,5567,981,1408,1863,49,5559,115,6778,77,1164,52,40,293,97,854,92,285,66,183,10,261,40,933,27,16,22,722,22,24,30,62,45,99,22,11,52,167,1114,25,3482,186,20,22,17,23,53,234,7,127,1497,24,17,635,69,75,180,279,624,954,44,60,1286,857,2653,783,35,6749,225,863,123,57,286,64,96,74,508,75,44,84,51,428,426,54,997,3052,89,409,6223,140,3107,37,307,1215,126,291,713,160,468,64,98,1072,184,2479,6388,113,134,87,148,115,637,1059,798,7162,1208,1647,30,79,710,75,471,31,44,1659,3760,34,20,1899,158,687,217,38,328,3687,96,23,125,33,21,38,31,749,109,204,905,256,107,254,33,168,1660,1066,1846,167,1048,159,260,169
SRR6784528,controle,1967,1274,2792,22228,638,16318,46827,95313,19724,97191,2762,5879,10747,8320,1805,37890,43245,3721,1728,5476,14374,1917,2025,19028,7009,206959,917274,563505,5465,906773,7515,2079960,17897,15719,1291,11231,21707,9845,16093,4789,31643,13683,85187,12798,13045,3941,1044339,56609,26835,9732,222570,17625,28582,7398,30773,5339,26549,8353,5064,5203,857242,62248,3038,185749,16528,1299,4234,1695,966,2449,183794,10972,11749,8426,27929,2440,17240,807,678,2461,5265,15877,2722,1920,3307,250212,2205,51026,8565,739,22701,8832,3888,733,1141,3152,725,129237,1458,4309,316,115,1805,5311,156217,13625,3579,37790,65680,820,22043,102272,1360,61935,852,11277,9483,1796,1908,3837,6054,7548,1613,740,259250,35810,24612,18251,1080,4477,5697,14579,11496,61460,3962,1380,18564,263929,333478,10990,5476,55432,4255,100361,8775,6303,6215,1981516,7052,11497,213138,24660,1215020,21237,21652,132712,1421861,55271,8242,82273,8204,14706,24947,21152,10695,63835,73930,2148,4625,763,85225,10736,43842,1419,2512,9257,333,3124,2967,933,3457
SRR6784579,controle,147021,86064,114731,246393,24250,84704,21478,54116,9357,981656,123050,63679,100432,537282,110481,99783,419378,8569,17468,61393,139774,19977,3027,87980,94908,420890,350709,545985,25575,2102460,17689,1375646,20531,230641,23580,10356,47086,5065,13240,85625,19996,10927,100138,4888,19936,5888,146204,5954,5756,10783,193448,4588,2376,12120,42086,35971,45539,8019,5183,22721,175639,238412,7343,615483,68233,6640,8617,6225,7585,14902,124464,6345,29728,591504,31431,42585,131965,6759,13123,13999,44525,118077,82108,10093,11234,1452182,8989,241681,54737,8275,107646,21067,146795,29107,9214,35467,36810,4176,7402,22360,6918,4466,4038,9770,143829,43606,13096,54726,366021,27193,32226,1295489,81266,373897,15338,14989,67550,14644,19157,75320,20361,38164,5386,3063,82044,13594,171255,378071,31417,4947,7722,44683,35840,204636,17113,24609,290813,324020,221584,29823,55034,321108,31522,91780,5514,4235,337943,2021991,6101,25839,424338,54576,97765,24453,20355,177794,1904760,79991,11726,122312,15372,21779,35311,24726,1902161,136578,212150,13636,14794,4709,110267,15023,121286,41795,40700,184320,2923,16402804,18607,19880,16163
SRR24907834,controle,5313,26226,809454,819377,108602,199304,32665,55080,7601,466324,49466,8519,18273,229064,38350,46139,134372,1356,5683,6484,22086,4073,3565,113535,287001,290683,258355,225555,6390,920191,209972,1374408,11158,28107,1750,5768,275326,3285,5331,5905,13988,9776,34358,2635,63335,2580,86269,4686,5116,5913,133720,5129,2519,4025,14302,19939,12525,4472,4244,35823,200252,71579,4606,490512,74768,8839,8725,7269,8371,17491,51834,3316,21826,143539,56874,5057,46927,4009,7908,5233,16563,30471,6067,4336,18913,333463,63039,181964,143300,10434,765782,16478,137796,1323,14172,21977,7505,171426,4789,15934,7106,3430,3181,4307,42322,32909,51385,112113,177798,12440,17590,477797,25729,194516,9846,22769,35420,4593,16639,57064,13892,32919,4492,18723,38442,39722,116899,88686,2100,4085,5405,5027,3987,33721,57843,10421,694117,86146,64593,4721,3993,59152,7311,23639,5380,2508,774978,577234,1803,5081,56850,11490,250362,3676,7971,27200,507016,22719,3433,32190,4049,4833,9587,13917,247794,18267,26715,8461,39540,6136,45057,7272,17050,102206,187338,144439,19829,38900,17085,11147,15695
SRR6784551,controle,1122,6168,85043,190780,16355,27638,1738,6482,2132,94572,31801,26045,14684,15455,1974,29996,58151,5323,14984,9521,24113,3586,27400,78311,532400,118539,27690,275463,18109,613035,519775,614646,25320,141567,16156,31921,15487,2762,182124,3774,6984,6369,33116,2060,21492,21717,87116,6948,2594,6755,230988,1811,2321,4205,20251,8009,18006,2718,1232,8650,11475,88831,2458,277822,27255,3233,2550,3569,3097,5640,30325,1904,17081,246073,4287,3321,31153,9829,2294,7533,12983,31675,2054,2749,5734,57205,9714,150869,2839956,4572,246853,17814,158924,1029,8100,21142,19656,2484,5949,5692,16923,2138,4947,7113,48796,48244,68259,99368,107786,19312,9480,302222,8393,217106,14204,52385,22738,3462,56102,170811,13663,71958,5184,5246,8549,22176,122807,305379,2064,3277,7864,26109,25698,114842,49310,10236,216126,132780,169339,4202,3134,21812,2095,56685,3252,2981,5141,1057516,6878,15830,141553,19598,10687,12045,20692,82559,1065020,42377,5702,67792,6360,15567,22464,12769,101498,5303,13322,165855,10645,2517,7495,1828,31900,2006,8100,34228,3612,7511,39930,32726,15214
ERR911990,controle,80236,6597,176627,128666,12945,33078,70750,37688,6930,691306,83269,17296,62073,262160,28399,216288,732866,2476,22004,350569,234222,30826,573321,81347,324126,113387,174123,509915,18869,566556,813866,4431894,12817,205100,13215,5290,1628327,104851,22023,20795,18186,6822,112687,9174,124401,3489,465814,9283,5032,64857,295437,15667,4436,3325,5884,23266,5399,3120,4087,19826,999852,443644,8624,1283279,89067,5992,6112,4178,6888,15617,178608,10134,19369,97403,21469,9262,93919,4690,9332,29179,33425,67270,11265,5930,12768,399405,98673,122709,213087,27548,579503,21570,992149,7260,28468,43836,1608,1199,12041,56994,1619,1367,10331,9693,58410,41634,3420,183844,254007,3524,51063,424651,7714,363241,1983,8789,36730,18267,9052,27672,16345,29539,5358,1838,28477,10214,118561,270034,7969,18435,7830,16412,13352,76933,5739,9320,160331,400457,429488,4037,6534,258003,31676,94025,3286,4377,6573,1134754,5882,2327,322701,15064,9161,24022,5479,77640,1143208,11092,1508,15818,2359,2687,4647,4642,440106,27198,27986,42422,27203,7555,58121,9766,37557,282380,95156,66296,2191,66396,11931,9066,15300
SRR6784585,controle,11107,7257,23288,77517,5356,31256,225,5097,955,756914,10614,23336,42669,442380,90399,103349,310996,4006,16167,16813,38686,6506,7447,82921,148234,235773,222261,585541,5031,1298134,19579,3030909,21751,26781,1095,9952,31894,16393,8434,8924,31647,8154,88815,14332,362441,4343,568006,30732,40607,26356,269435,22409,18279,8283,24857,50142,22165,6191,5436,68796,23581,320747,13498,1654103,196890,23169,20029,21278,18619,41755,183881,11846,60694,8562,3966,18287,47173,5402,5404,8204,25198,46489,16174,8210,39820,321010,3515,131373,21775,3701,172597,17970,92922,4877,3561,11416,26431,2995,4983,7085,8322,2264,4351,6651,89557,83849,10187,105695,122498,26679,18146,198222,4300,143088,21650,16231,75497,16302,24256,20837,71829,89450,5206,4834,49121,26347,114112,144869,5836,5094,6017,18666,15048,102817,29407,9016,256039,196050,267818,8270,3598,42421,7146,75073,9297,5542,6927,1200106,12980,12408,208887,19463,8807,7345,13601,109202,1350397,47442,6637,69399,7491,15199,23038,22916,22421,69296,110788,125658,10492,2179,52008,6294,55133,60354,72139,56980,4489,38860,31544,4509,13212
ERR912003,controle,16000,64043,57382,62744,3535,58142,13994,6594,1152,45641,101607,122397,13165,9731,1516,1371,25813,2978,29673,31024,7311,1796,7366,65905,15732,186356,110569,648148,4703,623135,3962,3308334,17361,375201,21213,11310,9614,7029,14928,14766,82919,21440,311144,25635,9455,2510,590965,15161,11078,5740,294604,26168,8507,3519,14540,12401,12753,1605,8475,15005,3528613,105862,5389,1115703,43113,7153,4872,5424,4162,9680,395373,14943,14676,73569,28649,14553,34175,10459,3425,16356,19498,27925,18416,3312,10213,174134,28720,168626,22542,1267,94244,17021,41198,6820,8549,39935,20837,40392,8996,43994,6426,1654,5095,5820,56999,80254,3918,34584,477330,16235,23131,1005264,15388,359034,9557,16920,71728,45718,84635,204075,46234,125533,6545,4701,70037,17781,169146,134923,8704,11428,5708,3072,3786,26849,44946,27257,175485,925222,61284,4113,15074,924027,113463,107428,2124,1761,4528,4630542,1919,1715,125978,13638,13600,111471,10078,146282,2860635,30129,4823,53861,5637,9445,14202,9393,14637,339190,864630,58847,16388,7681,19032,5671,86310,219383,13871,201546,2413,5883,57777,35040,15460
ERR912200,controle,229617,2873,370517,433444,33915,130525,127526,107191,16546,112092,6077,32167,21159,62790,8791,8912,15325,2850,8472,223954,156625,20769,192933,220951,666421,154125,304866,173938,9354,190938,5937,1135463,7493,140239,8637,2940,125772,14644,7879,11084,22394,5584,22469,4664,96265,1395,156301,3800,2508,4336,94306,5684,1744,3851,1472,2679,1318,2561,3181,3330,10016,177267,2758,191215,9621,1140,909,1627,1139,2289,118611,3693,7780,1481,66740,5612,407624,27428,59615,154845,173156,270584,117634,4241,4862,390486,141939,682295,96533,645397,920514,78644,39307,50772,38470,243075,2694,5132,36671,61212,10616,8028,14412,22693,55173,374466,21469,84549,146570,6197,19492,634665,22599,376242,3571,41662,265827,145634,94849,86758,299455,392695,20175,22821,200759,29026,640382,667019,32472,50813,25594,780,904,5574,79302,48659,512903,151366,60073,1504,3744,229899,26570,28904,1342,897,30200,279099,5416,668,318225,17042,86514,16207,3156,38931,328192,2197,465,3205,363,762,1417,1502,1601717,243558,624810,264713,68484,10323,47090,10147,210182,1276223,112408,636788,20632,164568,151858,18346,45444
ERR912133,controle,82288,124347,205135,164456,15637,86159,58422,46725,6912,656094,22698,8407,10255,480309,76111,17927,55835,2312,8441,10327,3516,643,222,46463,86289,61989,1036554,173438,9935,324421,3138,551020,7081,95260,3986,2602,18188,496,32309,63887,16916,2806,18736,3133,105302,1682,114528,2366,1627,3453,104673,2620,874,1214,4431,2093,2381,1062,1559,3734,67422,41081,1680,135729,6690,723,630,597,932,1859,63547,1765,5341,144144,4917,8985,22344,4155,3817,11159,12343,17092,103429,989,2301,297987,3261,130322,24586,944,43692,13968,12299,19556,5510,90874,19154,1097774,7985,33573,4645,1329,2496,3188,26593,30761,4764,46036,91995,4580,11529,204441,5990,62833,3097,9309,19213,9254,6169,20953,7028,14769,4758,3448,70012,34932,92829,241784,26874,25619,6057,2278,2041,15438,50907,11399,238476,207798,161751,2925,3584,139270,16097,43182,1167,1798,2296,592370,23957,7722,60790,4312,185889,2354443,2141,42983,523552,4268,728,5984,830,1286,1895,1700,377419,368645,518766,34863,22807,6380,516501,46616,218788,37676,8110,50104,3290,15400494,6486,5673,9406
SRR8556900,controle,14972,1296,8438,24009,1898,14247,2989,9191,1165,148509,4673,14496,4017,64703,7606,5428,31081,293,1759,2642,11333,1250,4778,11958,20347,39625,36979,60262,11219,164811,5184,168131,3354,33008,1521,471,5103,1013,4027,2296,6195,1961,4280,440,5882,207,32752,643,860,997,46685,1002,279,1000,2844,750,1906,390,574,870,98855,37955,605,51097,2720,372,321,261,260,511,10275,275,5246,10251,1058,5229,5433,874,1362,1446,2951,5433,17326,278,821,134059,1338,37111,2707,2678,29719,2026,8469,1725,1198,2771,3026,937,987,2271,1168,216,846,1061,49410,7185,1045,21351,56751,1102,10083,99164,2862,70410,596,2517,6940,628,10126,19781,4606,14768,598,651,5538,11165,30072,38637,1891,1167,779,1181,1014,5420,9449,1891,51478,23682,16999,1457,692,25180,3670,6400,465,1041,34697,205992,3047,432,23542,2769,96787,4524,1713,12094,183334,4321,584,6271,785,1204,1612,1849,628269,48321,58983,2676,11662,1238,44668,4044,21417,8435,2575,14175,857,3817485,5111,4191,1877
SRR8556918,controle,23557,674,228,4717,152,3663,579,2441,3501,165498,251,9135,53784,4352,354,3000,17235,543,1176,15,530,108,311,8680,10714,218320,78453,276141,641,311001,33639,1527750,3234,5644,399,1436,139746,321,1209,5392,6207,1602,53556,2170,27244,686,345934,12708,4243,2970,100628,29877,4289,1926,11550,10158,9691,920,4533,11049,5624,37841,701,654511,40048,2944,4176,3416,3717,8258,52456,1310,7199,1501,2076,1865,21826,453,1046,1340,4260,14838,4667,2206,8288,16279,401,19132,765,169,3174,1873,3266,924,198,860,416,577,570,474,1311,1100,1564,4035,32853,1593,270,1696,549,69,528,4496,93,1725,25,7447,1425,14,45,998,281,408,541,927,7558,1425,19562,29121,948,539,1637,1,111,1214,3536,4506,2359,152842,106730,2231,2623,104319,15934,37322,2204,2865,875,742593,1086,843,70454,8220,3946,3461,5413,43640,733078,25732,3313,38024,4077,8131,10922,7584,4901,12473,15720,9445,1555,568,19198,1718,7110,38,618,2425,927,2103,596,311,765
SRR6784540,controle,82157,3615,234171,426990,45875,77587,185970,398276,77853,68743,3702,50538,14774,28201,1146,22513,35869,3621,61650,44545,102250,17720,9979,404004,84576,323050,2716192,320754,2611,698942,281909,1799543,23610,107942,11760,13766,12451,1701,8870,165785,25754,14477,36874,21341,27291,4712,741752,45447,64647,7402,150301,28872,24866,2850,17596,8350,15168,1921,10936,8214,14346,167311,4435,329452,28530,3071,5081,3324,2061,5747,320929,20410,13808,8416,75212,5218,110408,26248,13040,26940,77099,110306,112631,7768,8196,720179,8730,607848,48854,32375,123553,74307,292918,33458,14945,49278,8780,10157,19029,52287,11188,16325,28326,23897,104989,158410,14541,288760,782941,55626,141676,2186576,134052,591023,36078,80455,186078,39964,113553,399923,15316,142266,29668,12183,14365,13256,421715,383976,41991,22929,162814,4140,3340,19946,31105,50809,175936,255901,153306,5498,14855,249374,39465,63589,7943,3100,33586,796291,4461,1115,137553,21792,10372,14970,12135,77511,922777,29663,4324,46304,5291,8138,13339,12152,25823,27231,33836,36866,45281,8633,60246,17824,30120,2466,23548,73415,14708,21307,76950,101140,59550
SRR6784567,controle,50093,8113,22006,83396,4873,31189,186,2165,488,79167,67999,5287,19396,14814,1255,22772,152093,1309,33128,16393,42578,5940,17190,67511,99782,110308,90479,115899,35410,625117,249767,387043,8434,33516,605,2668,18440,1695,16776,12708,18994,5072,29604,2371,7573,1984,123893,7304,4868,4916,61446,2987,2236,2034,6478,5190,4820,1903,698,6135,87253,42415,1109,203150,20679,2290,1898,1831,2077,4011,45951,1827,28843,31750,2398,2546,35306,5744,4610,10064,46478,33134,52044,2670,12829,501804,4214,207709,76273,5137,154627,10291,192101,13742,8053,25576,5573,2281,7300,23614,7653,1177,3706,5339,131241,22169,8684,432687,67681,5411,10538,234822,8463,89220,4735,22334,16532,2456,2569,11592,4592,9180,4051,3011,313433,157919,292975,351040,16755,8026,12140,5701,4314,29833,34847,5645,218944,217122,157325,2811,8436,153495,17773,70192,3334,5772,108698,278960,4362,4339,87638,7911,19072,41872,3514,32759,311216,10443,1611,16122,1890,3433,5276,3650,3068170,69882,104656,55542,55174,5036,44924,5601,60820,10617,6924,47213,2595,9296734,3047,4589,8610
SRR8556969,controle,831,20694,45974,77569,9374,18384,383,682,90,4485,201,2123,1127,1708,68,2043,151103,92,2397,1014,4687,1131,10857,11574,35410,18501,50710,8459,17143,83007,268928,38982,954,5402,11,122,5929,1171,13689,1375,1883,310,5263,742,2501,537,13347,42,205,417,10945,104,18,631,107,476,398,775,73,382,6093,14687,330,17002,953,67,179,79,82,180,11146,84,2887,1029,308,120,5959,752,510,1104,2027,6084,1139,210,3817,130246,684,27547,31541,28059,37764,1944,27530,220,1329,8501,5562,653,631,2070,1613,198,766,567,30201,4475,4133,24647,47978,3057,4820,84300,1015,65456,2029,2869,3832,276,10476,26309,2914,13987,495,2302,1223,11921,12670,33460,603,841,726,1560,1389,7785,14410,1909,114238,31921,37164,1137,889,12838,1671,12211,399,955,8864,10603,957,275,46538,3301,444,5796,490,3660,23124,110,41,249,16,55,50,42,775039,2226,5697,4705,2819,412,1896,464,2093,5153,6399,8962,1902,1094775,5896,5788,1559
ERR911991,controle,82113,6875,80206,89312,4961,29033,2098,783,195,374684,4853,13232,12552,272202,30580,7146,791614,2385,14758,141862,90001,12213,2303,63182,68746,199311,171597,529339,44443,568816,2674143,2200178,28741,80499,4546,3361,45405,16296,4059221,34672,47160,7263,61389,5404,1762463,2128,295797,6839,4008,8870,346219,11020,2811,18350,6110,4589,5085,9544,3188,5082,614891,103042,3206,408637,19697,1284,939,1448,1451,2722,123822,3437,13481,117322,13275,7203,46608,6566,3068,18688,17186,36590,46174,3098,3171,165462,5385,208738,37051,2477,49785,19209,54602,16288,3968,34149,11083,1730,9640,16772,3803,1138,3823,4761,49950,28257,2149,134384,84052,5119,8979,281633,6053,133680,2359,10953,23217,12044,7304,26315,8442,18736,4397,2991,181903,61134,117164,461133,19752,14272,6226,11504,12142,54410,13610,5462,96847,238582,129052,7625,15283,279365,36905,57484,2171,6682,300237,1917284,343596,21397,1750986,58409,434795,36906,10257,194603,1291125,11004,2073,15868,1769,3887,4864,3513,100894,97791,154087,26879,33602,7768,67812,12275,91617,78440,18468,25734,2672,24612,9688,8711,15809
SRR24907942,controle,3748,129039,12158,29903,2353,6087,24148,41926,4611,212511,15506,22666,5386,76370,23321,11503,60477,2671,11793,1058,8089,1249,151050,53331,121046,94386,53435,51124,1458,175707,19928,96877,2309,3180,71,4406,71053,639,11842,1162,3844,1657,5664,302,10506,512,12274,644,326,3766,18688,378,240,707,5785,734,3856,1536,1811,550,34752,13809,968,18619,1789,145,191,254,203,345,6351,325,4652,3346,1986,430,49061,5246,4537,4194,13588,24988,1351,472,1392,151854,7674,141029,189526,5490,216184,5244,24739,316,7888,17988,44065,1035,1953,12623,2400,1914,2156,2107,14188,42809,7448,39330,46473,4536,3178,177998,8624,68554,3353,15181,30550,4905,10886,21879,17462,33991,1442,11705,47438,19150,49653,50309,1465,3148,2137,2275,1939,10799,46382,17268,552716,92503,43609,1368,3448,87003,9799,21771,1274,1805,1456,220686,966,3498,16369,3463,113350,2327,2746,9594,164522,8519,1433,13451,1632,2159,3841,2926,19853,4326,7865,7973,2262,623,4388,1006,4465,31941,13815,125576,12397,88536,13571,9950,4251
