sample_id,group,Acetatifactor sp.,Acutalibacteraceae bacterium,Agathobacter,Agathobacter rectalis,Agathobacter rectalis ATCC 33656,Agathobacter sp.,Akkermansia,Akkermansia muciniphila,Akkermansia sp.,Alistipes,Alistipes communis,Alistipes finegoldii,Alistipes onderdonkii,Alistipes putredinis,Alistipes putredinis DSM 17216,Alistipes senegalensis,Alistipes shahii,Alistipes sp.,Alistipes sp. HGB5,Anaerobutyricum hallii,Anaerostipes hadrus,Bacilli bacterium,Bacillota,Bacillota bacterium,Bacteria,Bacteriophage sp.,Bacteroidaceae,Bacteroidaceae bacterium,Bacteroidales,Bacteroidales bacterium,Bacteroides,Bacteroides acidifaciens,Bacteroides caccae,Bacteroides caccae ATCC 43185,Bacteroides cellulosilyticus,Bacteroides eggerthii,Bacteroides eggerthii 1_2_48FAA,Bacteroides eggerthii DSM 20697,Bacteroides faecis,Bacteroides finegoldii,Bacteroides finegoldii DSM 17565,Bacteroides fragilis,Bacteroides fragilis 3_1_12,Bacteroides intestinalis,Bacteroides ovatus,Bacteroides ovatus ATCC 8483,Bacteroides ovatus SD CMC 3f,Bacteroides salyersiae,Bacteroides sp.,Bacteroides sp. 1_1_30,Bacteroides sp. 2_2_4,Bacteroides sp. 3_1_33FAA,Bacteroides sp. 3_1_40A,Bacteroides sp. 4_1_36,Bacteroides sp. 4_3_47FAA,Bacteroides sp. 9_1_42FAA,Bacteroides sp. D20,Bacteroides stercoris,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron VPI-5482,Bacteroides uniformis,Bacteroides uniformis ATCC 8492,Bacteroides uniformis CAG:3,Bacteroides uniformis CL03T00C23,Bacteroides uniformis CL03T12C37,Bacteroides uniformis dnLKV2,Bacteroides uniformis str. 3978 T3 ii,Bacteroides xylanisolvens,Bacteroides xylanisolvens SD CC 2a,Bacteroidota,Barnesiella intestinihominis,Barnesiella sp.,Bifidobacterium longum,Blautia,Blautia faecis,Blautia massiliensis (ex Durand et al. 2017),Blautia obeum,Blautia sp.,Blautia wexlerae,Brotocaccenecus cirricatena,Brotolimicola acetigignens,Catenibacterium mitsuokai,Caudoviricetes sp.,Christensenellales bacterium,Clostridia,Clostridia bacterium,Clostridiaceae bacterium,Clostridiales bacterium,Clostridioides difficile,Clostridium sp.,Clostridium sp. AF34-10BH,Clostridium sp. AM34-9AC,Collinsella sp.,Coprococcus,Coprococcus comes,Coprococcus eutactus,Dialister invisus,Dorea formicigenerans,Dorea longicatena,Dysosmobacter sp.,Enterocloster bolteae,Enterococcus faecium,Escherichia albertii B156,Eubacteriaceae bacterium CHKCI005,Eubacteriaceae bacterium Marseille-Q4139,Eubacterium ramulus ATCC 29099,Faecalibacillus sp. H12,Faecalibacillus sp. MSK20_93,Faecalibacterium,Faecalibacterium phage FP_Taranis,Faecalibacterium prausnitzii M21/2,Flavobacterium tibetense,Fusibacter tunisiensis,Gelidibacter sp.,Gemella sanguinis,Gemmiger formicilis,Gemmiger gallinarum,Hungatella,Intestinimonas,Lachnoclostridium sp. YL32,Lachnospira eligens,Lachnospira hominis,Lachnospira pectinoschiza,Lachnospira sp.,Lacrimispora defluvii,Mediterraneibacter butyricigenes,Mediterraneibacter faecis,Oceanirhabdus seepicola,Odoribacter sp. N54.MGS-14,Oscillibacter hominis,Oscillibacter sp. KLE 1728,Oscillibacter valericigenes,Oscillibacter valericigenes Sjm18-20,Oscillospiraceae bacterium NTUH-002-81,Pantoea sp.,Parabacteroides chinchillae,Parabacteroides faecalis,Parabacteroides gordonii MS-1 = DSM 23371,Parabacteroides leei,Parabacteroides massiliensis,Parabacteroides provencensis,Parabacteroides segnis,Paramuribaculum sp.,Phascolarctobacterium succinatutens CAG:287,Phocaeicola,Phocaeicola coprocola,Phocaeicola coprophilus CAG:333,Phocaeicola coprophilus DSM 18228 = JCM 13818,Phocaeicola dorei CL02T00C15,Phocaeicola dorei CL02T12C06,Phocaeicola fibrisolvens,Phocaeicola massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223,Phocaeicola salanitronis,Phocaeicola salanitronis DSM 18170,Phocaeicola sp.,Phocaeicola sp. KGMB11183,Phocaeicola vulgatus CAG:6,Phocaeicola vulgatus dnLKV7,Phocaeicola vulgatus str. 3775 SL(B) 10 (iv),Prevotella pectinovora,Romboutsia sp.,Roseburia amylophila,Roseburia difficilis,Roseburia hominis,Roseburia intestinalis,Roseburia intestinalis M50/1,Roseburia inulinivorans,Roseburia porci,Ruminococcaceae bacterium OttesenSCG-928-L11,Ruminococcus albus,Ruminococcus bicirculans (ex Wegman et al. 2014),Ruminococcus hominis,Ruminococcus turbiniformis,Segatella,Streptomyces sp. DSM 41524,Streptomyces viridodiastaticus,Subdoligranulum sp. AF14-43,Tannockella kyphosi
SRR8557025,fbm,19990,6676,1969,14462,1173,2329,69,770,8,276384,1074,8565,6357,28671,8547,2058,58217,27021,379,671,4279,658,24023,6669,65171,13723,114339,179,218396,330,573272,342,1466,2,1675,2767,1140,253,629,306,668,7112,996,10922,5364,0,0,64,8539,240,831,689,4684,4374,8742,759,6073,2061,6944,1699,283439,27953,2096,1295,1336,9240,2373,8856,49,2055,403,274,123,8086,1294,793,1508,3674,8628,5272,36221,6120,16752,230,78262,2919,401,10325,957,10146,22285,9365,230,921,3574,5184,1857,1081,1318,577,590,1033,2793,6881,585,8106,15459,445,3109,33462,7875,5276,4446,1845,3364,1703,4607,355,830,1448,1658,4765,30131,59108,4147,534,647,2,2030,17755,854,14738,19179,412,6375,2867,37950,565,739,32,2593,46,260,261912,384,1296,44428,1131,3522,6591,1300,1092,1448,3442,172975,7231,10102,1549,1152,529,18029,21167,4379,23053,3065,11452,1473,9285,21670,15921,8233,12369,1260,41,1158,418,783,2684
SRR8557012,fbm,1295,350,170983,271072,41624,35705,7,324,8,237150,166,28290,69674,4199,114,298,2605,9901,1492,614,999,68,29085,943,93265,438573,79486,3313,315067,43576,747792,1026,1976,162,32200,3984,1600,429,3985,4981,1474,14832,1946,12325,115190,8096,3816,239,98135,7364,10282,2165,2351,4660,1428,467,4255,8995,17849,2668,178329,24167,1557,1266,1052,5936,1924,27200,606,6898,10635,1531,873,10725,2278,1601,2544,6111,9707,400,3892,4620,12808,246,50867,1188,94,4589,1596,3543,2057,892,2488,424,2478,413,709,1080,3893,624,413,509,6209,13908,582,5818,7913,699,842,10616,6335,2655,3153,14755,25767,9450,28617,205,327,343,618,159,44238,13601,594,324,2305,431,1770,1396,87,3720,10079,942,85890,32614,1950,1587,63278,7725,9128,1161,567,134577,570159,71938,10688,1260,162,1219,35779,39258,705,12999,49426,2232,2356,697,186,786,2065,5993,1564,6470,1405,5657,434,2233,619,96,903,2637,8981,91,7640,1992,6421,2948
SRR8556985,fbm,4415,612,11680,26669,3198,19634,27,230,76,94083,1185,15883,4336,12854,3302,1457,14073,10691,1328,555,1486,802,31181,8840,34974,102376,132757,822,221036,2023,452030,881,13676,1018,50218,2402,417,1469,46952,1694,1001,16423,1567,16306,26267,3083,1106,249,14050,1823,1489,5230,4512,2028,3540,1574,2301,9992,32403,1172,100062,11615,759,647,818,2989,991,11486,263,3374,16684,2514,280,3656,654,1154,4499,2115,4704,522,10398,2511,44713,11877,61374,11424,724,35506,1138,21666,7219,3325,294,2599,2499,1639,55392,1134,2545,709,1024,360,3638,11398,850,46282,9880,371,2038,19255,17725,4131,6093,7301,7974,5943,15742,567,1875,1463,18427,20052,64405,57422,1980,645,484,385,2238,8054,725,5428,64093,961,43518,19009,1784,631,18672,3337,4298,863,911,352305,1291,2326,301560,6003,4207,31056,1030,3405,1207,8374,199921,9407,13404,2161,864,35180,114610,177439,10593,6733,1467,6215,604,23649,6268,2740,4375,4729,1159,598,3566,1267,2272,2123
SRR8556894,fbm,1140,17163,103314,141344,21739,22874,8817,3531,32434,151601,7812,150644,2951,8349,2916,1494,1565,296371,6741,781,1626,11307,45567,15992,21963,15561,10846,117,92242,879,192975,377,7997,26,1531,798,443,5,714,498,255,51779,203,1501,17167,1335,1096,208,27193,934,1685,8,467,999,1020,55,1154,1032,34710,852,41885,5097,303,314,326,1542,296,4335,384,2447,427,51,470,32908,967,1345,2678,9247,31420,311,2137,1334,27941,1285,63675,91617,1336,20504,3519,16520,1568,775,957,967,3660,4410,823,1144,1989,790,3423,447,3629,31365,5880,81924,10551,513,4319,17811,7726,6830,29103,29185,50029,20534,63283,1276,2066,2174,8259,28520,60152,50266,763,1821,609,572,2368,3780,775,28438,143809,2487,40314,23502,471,107,730,239,3791,424,155,2233,110,422,2449,284,1455,137,2954,543,160,189,3793,129,13,1,2,370,67858,2979,4605,2986,690,2814,561,25762,41239,35210,8199,38264,3486,29,15773,4790,11622,4271
SRR8557002,fbm,32877,167,10952,21070,2993,4929,6377,20006,1145,284457,5022,84459,6194,32684,8164,1601,29176,21046,7226,263,603,5342,14095,20504,33644,84001,67301,1608,179834,375,621443,411,11329,694,2624,11884,728,847,28050,3045,679,5826,891,22210,7872,478,460,380,11253,3322,2306,638,2318,6808,1494,482,5114,11541,17502,1501,236700,30952,1321,1716,1713,6907,2360,10571,661,1414,3608,621,105,1799,291,1119,1505,1721,1482,994,8599,6580,78749,518,30742,15175,17994,19086,619,29144,6190,2302,172,356,1298,489,43505,505,973,431,407,429,5204,8041,4031,16556,7092,386,1613,14486,5554,4900,2492,4329,4345,3561,10728,657,1196,605,1784,7417,44815,46458,2151,140,111,536,4351,5535,1337,4870,27131,471,100398,37764,743,308,17960,2958,7863,752,18704,257822,1022,1249,45351,1401,6242,5084,70996,3148,578,2849,90227,3593,4843,781,450,57282,23396,37487,1562,1688,995,4146,588,4345,2635,3078,552,3151,1141,682128,2670,836,954,1149
SRR8557023,fbm,598,762,27402,39832,6432,5708,85954,47378,14208,973312,4778,136883,365895,3277,106,2282,9450,36857,7318,940,1107,35,21689,10892,52877,183914,37492,178,119458,19209,415449,20555,5692,152,15010,1937,116,493,10478,2279,1015,93829,576,6068,29698,2149,839,195,8782,3117,5570,1760,672,1594,550,373,2125,119102,32330,2131,96891,7973,489,440,586,3194,693,15500,429,7878,358,30,255,17106,639,1837,1446,5685,15720,879,2566,1950,29150,93,28310,21335,8819,15957,1384,62051,1071,406,518,467,2305,779,14078,704,904,303,538,290,3857,9095,486,3060,7264,338,1737,15165,5378,4180,6863,4285,1882,4505,11711,520,720,374,305,561,25625,6136,317,480,517,500,2122,4863,246,9694,29736,584,38690,3317,658,989,34846,6098,3300,621,401,47105,148,310,105615,2061,600,10264,598,1725,3085,2296,26661,930,1479,155,126,833,13167,12691,1261,15174,1630,14443,893,6477,41910,2792,51115,10864,5036,206,2428,1046,335,3854
SRR8556892,fbm,5758,1539,77,6457,253,473,14504,7621,1915,184316,641,38996,87698,1263,167,2714,38322,27723,1893,947,1136,24,20093,10625,52303,69589,77132,321,203356,484,980257,1789,2147,57,10398,1526,111,264,127506,1556,504,24709,290,633244,16421,634,257,148,11403,2841,9390,423,2913,8600,2660,423,5729,2584,55379,2163,249403,36763,1552,1817,1591,7911,2788,14825,715,1299,242,35,946,84636,9004,15237,7189,27739,57695,762,11047,7158,18496,267,64986,2391,288,10402,2516,3111,7818,3329,225,140,4855,257,10432,706,1275,294,803,1023,2909,3952,891,3493,4621,411,665,7072,3419,2552,4588,11,350,210,226,541,1180,748,4837,5890,31714,11694,1273,900,1936,340,2071,5294,367,3105,16203,130,26586,18171,2738,367,738,22,3702,925,364,129252,243,1807,20771,1343,5863,4919,341,783,696,1657,83958,3196,5022,788,550,996,2015,1577,3749,10326,1175,2634,363,1747,102342,81,111289,33626,3891,261,143,66,3277,2843
SRR8556968,fbm,41,10700,10927,18953,3108,2898,437,1660,97,270451,16724,11838,39335,25874,6037,1839,9728,15888,956,390,1127,1843,17158,14623,44834,160921,211024,850,257333,477,679625,2985,54705,4820,3497,5268,3839,1770,1412,2289,629,34515,1040,10901,18712,1481,2000,565,14929,2230,2505,1140,8109,3499,8001,1408,7431,83042,36877,1903,212404,27359,1591,1077,1266,5959,2692,11820,530,7160,43538,6357,144,4249,335,597,839,1416,5081,292,612,5865,189240,4420,25657,13782,17147,31431,1061,11238,237,36,866,2140,1332,2188,12105,754,1337,381,443,377,5589,6263,1064,6352,27651,480,7475,54860,23452,6816,3308,5024,12716,2716,10071,478,1111,1323,5310,7826,11158,7078,156,430,169,1126,5815,8975,616,5298,61536,397,12777,10159,571,545,2400,326,1406,630,203,547737,548,516,78877,2723,8949,13846,4063,2536,2169,6533,402096,14150,22589,4209,997,1793,9187,9987,1129,37964,2579,1292,361,5252,3156,3819,918,5910,1855,424,3975,710,11655,4877
SRR8557004,fbm,5831,8973,228,5968,489,319,10,465,10,1045,33,211,1088,75,106,102,338,283,217,226,468,105,13949,1616,107766,9324,217289,1460,418918,1952,1349900,1218,3471,9,6852,4582,5181,981,3309,7490,740,18830,6013,4093,65492,4516,2200,219,176309,968,1660,16017,3158,7980,2052,9511,9978,11172,27216,366,435001,57289,1904,2595,2514,10680,4049,39604,446,9805,597,21,203,4552,845,1056,687,2309,4534,610,14961,9006,14912,192,32265,41799,290,11907,1047,39997,10074,4888,147,128,1859,824,1459,607,585,1117,756,465,5722,14237,527,11538,7614,532,862,10507,5778,12974,3559,73,680,432,614,524,1006,302,2102,2439,22254,23946,1431,245,184,73,443,4100,215,10076,67369,56,759,29825,1273,69,1737,68,340,761,292,367799,272,3011,876582,15388,16786,84359,996,584,1231,17141,140982,7923,9757,1040,897,1768,29668,1553,3057,12532,1368,4522,456,11609,30159,3921,30268,10092,4375,30,161,57,807,2798
SRR8556939,fbm,85,1321,32,3304,143,180,125255,375467,17077,103502,2241,3932,11104,13397,3469,792,12339,9313,359,93,418,142,16059,16659,39136,38367,96277,149,137732,295,706990,1667,340881,33157,3357,1312,954,137,7051,239,672,57924,515,3177,12595,1097,856,898,10442,1604,1885,764,3304,1282,3413,841,1731,11669,12801,1238,82410,7919,994,469,890,2606,669,7921,1438,1806,9084,1646,742,1260,520,1181,926,932,1123,33565,199,2451,20185,2982,24044,47209,2019,68896,2010,107828,64,194,1436,2843,1876,1592,405,739,548,648,1710,268,4812,5791,41766,1569,936,317,681,7614,4353,8362,2193,787,2161,1203,2617,668,2996,146,109,317,9750,6528,155,178,2606,485,2234,73385,652,5305,67833,186,80993,44275,927,136,4997,728,7157,986,124,242266,434,404,34769,957,797,5853,553,992,1196,3044,152905,6215,9000,1668,1193,1365,259,636,1128,684,140,833,158,522,32925,112,32168,8027,12982,25,5695,274,2819,6999
SRR8556916,fbm,1194,375,33537,48910,8414,10867,27257,74831,4548,288288,4343,11999,21624,45317,12784,1294,18632,21095,962,630,1908,39,21330,8730,67725,11547,226091,621,262799,266,800914,691,28545,2546,1271,12059,1747,1119,1756,961,736,9368,1081,2217,44361,3612,2471,285,15325,3616,7241,1966,10269,2530,11278,1130,3424,625073,49881,3485,159863,15863,912,769,1070,4686,991,15257,909,6054,10142,1558,267,8981,664,1985,1184,3180,8797,1205,4513,4143,18220,346,30206,1186,221,8660,802,2195,2133,952,429,194,2790,621,866,695,995,542,1074,197,4757,9116,881,26537,12929,356,4530,33303,9634,2966,4225,6298,7144,4686,14872,445,1268,950,4382,14138,19936,10101,522,578,327,554,2214,19748,606,5374,39957,597,84949,24653,907,1127,39024,6001,7121,1367,7569,735188,358,1445,98751,3385,9215,16264,1514,2242,3017,10326,494885,19484,32747,5945,2208,1304,49183,67862,2641,2058,1203,53650,2761,18553,2689,3591,410,3904,2039,109,3167,1157,1826,1793
SRR8556947,fbm,47,63,7419,11622,1964,1601,20,113,0,128854,537,37661,2029,14154,4035,240,1956,8035,2787,158,848,9,4828,371,57248,58456,289798,592,426801,6988,1144332,582,3654,286,5962,5986,891,276,4428,4553,1361,13697,1258,9338,39207,4579,3380,301,18263,34241,8452,2537,17704,5687,11613,2348,4421,11189,180729,5072,182141,25599,1105,1126,1110,5262,1631,129749,5070,4018,485,165,83,6741,113,188,406,1586,6731,4,292,3883,14524,78,7596,605,155,920,299,3862,150,37,51,60,212,75,7630,126,537,50,988,67,6203,1145,120,733,38,2,65,597,56,1023,634,235,87,258,708,401,70,83,147,1,6164,6486,53,151,263,2,1184,357,0,618,760,53,73756,13898,2087,915,62707,10288,5613,287,2,839066,2471,4604,120556,5093,4489,21551,3157,373,5767,12091,632502,23827,33720,7063,3166,650,898,961,210,4933,465,622,55,660,259,22,341,1333,327,35,192,56,71,1078
SRR8556984,fbm,27654,358,1965,9602,756,2853,707,3145,148,77343,457,41532,6126,1092,132,1260,14686,228009,4056,481,713,691,19151,2635,64417,135189,157778,1028,256826,1420,780086,15573,3677,277,2074,2666,4736,993,577,2678,916,64239,478,13117,22998,2992,1374,85,25137,12699,4490,913,6473,4477,5997,1599,4650,250752,13492,2240,218152,25590,1478,1498,2097,5937,1567,38950,1717,6203,128,32,254,2799,397,612,695,1389,2981,181,67791,6415,30494,523,100156,19063,185,7570,2175,19533,84053,38495,683,931,1966,227,17000,725,804,242,254,315,3561,3920,6573,55255,6066,606,384,8090,5872,3293,3869,4428,12846,1095,6686,340,471,321,4456,17387,48331,64051,10244,279,380,888,4764,965,165,2855,33283,218,208963,93154,1331,447,1148,344,14812,1007,180,447260,262,1351,66541,3216,21093,10354,1241,2568,2390,6618,312603,11938,16370,3764,1412,1894,9028,13813,1402,4999,1855,9012,678,4330,5333,1772,4138,3201,3876,393,7737,344,2959,3155
SRR8556948,fbm,2952,972,31136,42438,7270,8605,3886,2263,571,323935,1280,5714,5050,32889,10705,2644,42188,24591,694,594,498,57,15115,12532,52233,165224,62357,473,197504,704,436017,463,170295,14823,1270,2384,3910,659,800,951,1380,4615,1365,983,16988,1584,683,151,11933,472,1448,6971,1128,1536,3958,1639,2000,1192,10560,1527,89316,8674,346,502,614,2886,758,8617,790,2989,224,121,458,2193,380,1498,707,2037,1979,512,7448,2331,22289,399,34359,10481,530,131666,4395,30702,4830,2236,317,13914,1596,7310,18010,593,539,741,317,422,5014,8034,15028,4780,6679,357,741,17755,7479,4628,7926,2086,7055,812,5622,360,1337,4054,208,3206,17768,11097,771,672,246,667,2586,12506,1055,4022,56723,98,40530,18861,1815,552,15733,2824,4456,804,108,155777,527,852,369544,6220,8209,35596,413,801,677,6919,66937,3508,3645,240,273,544,15564,24011,560,6806,1140,2992,796,4292,57554,120,18628,45710,5582,38,11587,95,4257,3135
SRR8556919,fbm,5842,249,46923,72217,11973,16204,1475,907,5420,63879,120,79987,5471,361,128,365,2043,3698,5371,388,1543,42,26818,2294,103294,26723,196591,1669,380859,1220,1121954,1187,5693,336,20846,5255,2893,772,2023,10476,965,45141,1759,10719,99309,5891,3187,366,20689,3583,16370,2736,9040,1975,6802,2503,3736,927977,117366,3370,190874,12264,599,775,1094,4543,1116,36540,796,5785,168,24,253,11078,1692,1232,1437,2773,10083,48,16779,2906,19783,120,49419,725,64,3047,40662,3845,10054,4231,192,421,1326,1000,18816,927,1611,347,1182,248,3919,5811,424,24825,11140,294,3258,23938,9805,2231,3407,3471,3252,2701,8003,619,3034,1262,3827,13773,33410,14243,2341,1529,434,872,8448,3461,181,2398,9035,530,74388,10762,803,4779,64105,11953,6262,803,1101,419909,1631,2598,180310,4637,19795,17683,2118,1500,2315,7252,318589,9834,15398,3304,1291,4827,60951,85512,2190,26480,2725,18557,1924,15857,603,854,301,2880,1591,214,1787,581,621,3612
SRR8556885,fbm,379,2812,174,2365,201,82,36974,10653,11060,780492,9307,66200,316174,2702,177,2437,13540,44626,4089,64,258,5030,14441,33683,46478,269454,51943,521,214894,26698,401799,789,130311,11549,1404,2783,895,171,1510,844,1013,35398,786,3031,24545,2384,1077,426,5980,1649,4059,3440,1226,1128,764,2070,1543,53334,38764,1975,57491,6651,442,325,519,1800,448,9956,512,6381,37559,6121,654,308,592,462,480,582,803,3939,165,1579,136242,1723,15515,162602,921,104840,1861,88517,157,93,4489,72,1667,553,1113,488,492,555,752,354,9860,5327,59931,4481,3100,224,1129,9213,6186,5766,1297,1670,1245,1875,4941,442,3062,211,505,2033,2232,8077,522,98,171,790,3651,6408,535,4816,94539,226,49903,9558,11488,1024,31490,5288,5336,663,591,96756,139,914,231212,3665,3732,19729,464,417,396,3439,43247,2313,2446,248,268,897,333,754,334,487,219,1211,134,776,41178,158,39803,8840,8651,142,69541,425,968,5754
SRR8556994,fbm,314,533,3504,7773,1071,951,16194,47041,3387,510698,377,33609,174691,775,46,91,13087,20103,2519,253,636,27,19151,3717,48684,3483,46465,92,139088,47,778550,702,5431,270,994,905,878,2542,2442,1089,504,8618,2121,1123,82969,10541,3127,107,15428,5711,3711,395,1134,3612,1691,237,4471,24634,69380,2465,219533,21943,983,1086,1185,5464,1916,22054,1578,3458,471,25,119,1122,228,316,420,555,1761,421,1250,4252,8875,83,16402,1728,450,5125,2245,3172,745,305,102,169,1010,276,287,631,1035,1035,1279,109,2478,18075,780,1934,689,40,334,3856,1143,7444,2413,12285,3856,11659,30291,384,536,343,2722,3142,8993,6953,318,276,174,1,325,3152,117,7370,16289,1260,11674,3156,421,215,10003,2040,1545,160,202,67270,231,692,12656,323,37,1975,384,800,381,1135,46679,1880,2467,413,301,326,10804,3152,672,3730,562,8611,697,5054,40494,57,33535,9031,15825,807,5549,2528,1314,2109
SRR8557013,fbm,16508,250,8297,17178,2203,2612,3566,11638,652,411019,12287,260057,35003,17255,5637,534,5139,18099,20040,598,501,5634,14324,115271,14425,12030,44967,170,72538,861,276202,1276,2249,74,1272,1970,60,81,637,1221,270,6148,198,1094,22803,2827,1399,173,5718,15166,1565,1766,662,0,836,452,34,182,19391,530,5549,174,0,9,1,43,29,69996,2171,1888,10267,1518,110,4894,325,818,1587,2014,4550,230,49461,14,22864,2628,58542,200706,10599,31074,609,19604,31047,13527,218,196,1255,390,11879,437,999,242,400,278,1782,3344,5080,31181,9304,245,3581,18378,9380,7012,3615,1649,5829,441,1956,229,1142,1488,4261,16436,15627,25963,5565,263,172,3,1072,3104,150,10746,17176,90,126,1595,345,202,598,176,88,139,94,78462,53,90,114212,2236,3180,11027,231,1003,698,2274,36062,1807,2462,429,182,399,3913,6114,2258,3156,634,2478,236,1398,17782,11628,7391,9964,1301,90,18904,101,1464,1414
